text,intent
how much is my bill in magsaysay.,check_bill
talk to admin now,reach_admin
trash not picked up in sinanglanan now?,unrelated_garbage
now hello in manalog,greeting
waterless in cabangahan.,no_supply
contaminated!!!,contaminated_water
loss of connection in managok!,unrelated_internet
weak water!,low_pressure
no wifi...,unrelated_internet
dry tap unacceptable,no_supply
now help please!!!,reach_admin
payment due in barangay 5...,check_bill
how to pay?,payment_inquiry
smelly garbage asap!,unrelated_garbage
no power in barangay 5 unacceptable!!!,unrelated_electricity
unacceptable weak flow in zamboanguita!,low_pressure
when will power return!!!,unrelated_electricity
water waste,report_leak
good morning in barangay 5!!!,greeting
traffic issue in barangay 7!!!,unrelated_road
broken pipe in aglayan asap!!!,report_leak
massive leak emergency!,emergency_shutoff
water gushing,report_leak
meter stolen in maligaya now!,broken_meter
help please in casisang.,reach_admin
meter stolen help!!,broken_meter
help! leakage in manalog.,report_leak
help! repair line in magsaysay,request_maintenance
urgent no power,unrelated_electricity
asap where to buy food in bangcud.,unrelated_general
help please in barangay 1!!!,reach_admin
urgent hello in barangay 4.,greeting
wrong bill in sinalac urgent.,bill_dispute
check my bill in miglamin!!!,check_bill
smelly garbage in silae asap?,unrelated_garbage
garbage collection,unrelated_garbage
heavy traffic in barangay 10,unrelated_road
meter issues in cabangahan urgent!!!,broken_meter
help! help please.,reach_admin
unacceptable broken road.,unrelated_road
meter issues.,broken_meter
asap message support.,reach_admin
leakage disappointed...,report_leak
help! muddy water!!!,contaminated_water
my internet is slow please...,unrelated_internet
heavy traffic in barangay 3?,unrelated_road
stop water,emergency_shutoff
my internet is slow?,unrelated_internet
high bill in poblacion.,bill_dispute
now low pressure?,low_pressure
how much is my bill in barangay 6,check_bill
asap hi,greeting
broken pipe?,report_leak
broken pipe in zamboanguita!!!,report_leak
gcash payment in barangay 8.,payment_inquiry
high bill.,bill_dispute
help please!!!,reach_admin
stop water in barangay 9!!!,emergency_shutoff
check connection in miglamin?,request_maintenance
street lights not working?,unrelated_road
complaint about bill!,bill_dispute
unclear water?,contaminated_water
waterless in sumpong!!!,no_supply
speak with someone?,reach_admin
customer service unacceptable?,reach_admin
disappointed water gushing?,report_leak
please new connection.,request_maintenance
water cut unacceptable,no_supply
urgent payment due...,check_bill
new connection in mapayag unacceptable!,request_maintenance
fibeco issue in barangay 10?,unrelated_electricity
unacceptable traffic issue!,unrelated_road
no electricity in barangay 10...,unrelated_electricity
disappointed power outage,unrelated_electricity
hi disappointed,greeting
contaminated in silae help!.,contaminated_water
help! poor pressure!,low_pressure
urgent pizza delivery...,unrelated_general
gcash payment in laguitas!,payment_inquiry
good day in barangay 11!,greeting
disappointed no wifi in linabo,unrelated_internet
overcharged in managok.,bill_dispute
now leak?,report_leak
where to buy food in busdi help!...,unrelated_general
street lights not working in barangay 11!,unrelated_road
muddy water in barangay 8 disappointed.,contaminated_water
where to pay please.,payment_inquiry
where to buy food in barangay 10 disappointed?,unrelated_general
unclear water in sumpong.,contaminated_water
potholes in managok asap!,unrelated_road
view balance in linabo.,check_bill
hey in sinanglanan.,greeting
talk to admin in st. peter disappointed,reach_admin
incorrect reading in caburacanan,bill_dispute
online payment now.,payment_inquiry
message support in managok,reach_admin
slow connection disappointed,unrelated_internet
hardly any water in barangay 4!,low_pressure
asap no signal in capitan angel!!!,unrelated_internet
poor pressure in silae urgent...,low_pressure
brown water!!!,contaminated_water
disappointed online payment in barangay 11...,payment_inquiry
urgent dirty water in miglamin?,contaminated_water
brownout in laguitas,unrelated_electricity
hey.,greeting
broken meter in barangay 8!,broken_meter
no electricity in bangcud urgent...,unrelated_electricity
pipe leak in cabangahan?,report_leak
disappointed online payment...,payment_inquiry
urgent meter stolen in linabo!,broken_meter
meter stolen in mapayag urgent...,broken_meter
interruption...,no_supply
why no water in barangay 8 unacceptable!,no_supply
unacceptable no electricity in barangay 8?,unrelated_electricity
hello in barangay 11,greeting
stop water in laguitas help!...,emergency_shutoff
broken meter in bangcud?,broken_meter
check connection in barangay 4 urgent!!!,request_maintenance
how much is my bill in barangay 8?,check_bill
smelly water in barangay 4.,contaminated_water
urgent no power in barangay 2!,unrelated_electricity
urgent broken road in barangay 9!!!,unrelated_road
defective water meter in magsaysay?,broken_meter
disappointed gcash payment in mapayag,payment_inquiry
now hello in indalasa...,greeting
please brown water in laguitas...,contaminated_water
smelly garbage in caburacanan?,unrelated_garbage
trash not picked up...,unrelated_garbage
broken meter in barangay 7 disappointed.,broken_meter
broken meter in can-ayan!,broken_meter
dirty water in sumpong disappointed!!!,contaminated_water
please stop water.,emergency_shutoff
message support in st. peter unacceptable.,reach_admin
help! water waste?,report_leak
good day in can-ayan!,greeting
no signal!!!,unrelated_internet
unacceptable leakage!!!,report_leak
flood in sinanglanan now?,emergency_shutoff
poor pressure urgent!!!,low_pressure
i want to eat in mapulo,unrelated_general
gcash payment,payment_inquiry
weak flow...,low_pressure
my internet is slow in bangcud.,unrelated_internet
defective water meter...,broken_meter
repair line help!!,request_maintenance
why no water in maligaya!!!,no_supply
unacceptable waterless...,no_supply
no water in linabo!,no_supply
asap payment due in manalog?,check_bill
please where to buy food in can-ayan!,unrelated_general
now heavy traffic in cabangahan!!!,unrelated_road
defective water meter in can-ayan,broken_meter
unacceptable trash not picked up!!!,unrelated_garbage
traffic issue in barangay 8,unrelated_road
weak water!!!,low_pressure
where to pay in st. peter unacceptable...,payment_inquiry
gcash payment asap...,payment_inquiry
gcash payment in kulaman please!,payment_inquiry
meter issues,broken_meter
unacceptable traffic issue in indalasa...,unrelated_road
check connection in barangay 6 unacceptable,request_maintenance
urgent meter stolen!,broken_meter
my internet is slow in barangay 2!,unrelated_internet
emergency shutoff...,emergency_shutoff
why no water in miglamin.,no_supply
unacceptable muddy water in mapayag!!!,contaminated_water
lagging internet in laguitas.,unrelated_internet
asap globe is down in silae.,unrelated_internet
now repair line?,request_maintenance
meter stolen in linabo...,broken_meter
request maintenance!!!,request_maintenance
hello in linabo asap!!!,greeting
broken pipe in manalog!,report_leak
hey...,greeting
request maintenance in mapulo!!!,request_maintenance
how much is my bill asap!,check_bill
dirty water in indalasa!,contaminated_water
broken road in mapulo help!!,unrelated_road
customer service in caburacanan unacceptable.,reach_admin
urgent water waste in silae...,report_leak
help! defective water meter...,broken_meter
leak in aglayan!,report_leak
brownout...,unrelated_electricity
please payment due,check_bill
broken meter?,broken_meter
brownout in sumpong!,unrelated_electricity
urgent waste management in miglamin,unrelated_garbage
help! slow connection in barangay 6.,unrelated_internet
now wrong bill!,bill_dispute
meter stolen in sinanglanan unacceptable!,broken_meter
defective water meter,broken_meter
high bill in indalasa disappointed,bill_dispute
where to buy food unacceptable,unrelated_general
stop water help!!,emergency_shutoff
garbage collection in linabo,unrelated_garbage
power outage!!!,unrelated_electricity
help! view balance in bangcud.,check_bill
how to pay in manalog now!,payment_inquiry
asap payment due in aglayan?,check_bill
garbage collection!!!,unrelated_garbage
disappointed overcharged in barangay 9...,bill_dispute
asap my internet is slow in capitan angel!!!,unrelated_internet
where to pay in sinanglanan now...,payment_inquiry
water bill amount,check_bill
street lights not working in mapulo asap!,unrelated_road
unacceptable interruption in barangay 4...,no_supply
good morning!!!,greeting
high bill...,bill_dispute
view balance now!,check_bill
asap message support in sinanglanan?,reach_admin
disappointed smelly garbage...,unrelated_garbage
repair line.,request_maintenance
help please!,reach_admin
smart is down in barangay 11!!!,unrelated_internet
overcharged...,bill_dispute
burst pipe in laguitas unacceptable...,report_leak
potholes in barangay 10!,unrelated_road
speak with someone in barangay 10,reach_admin
loss of connection!,unrelated_internet
lagging internet in mapayag!,unrelated_internet
massive leak emergency in sumpong.,emergency_shutoff
customer service in busdi unacceptable!!!,reach_admin
where to pay.,payment_inquiry
flood in barangay 2!!!,emergency_shutoff
heavy traffic in san jose!,unrelated_road
fibeco issue!,unrelated_electricity
message support in bangcud now!,reach_admin
leak in managok?,report_leak
please waterless,no_supply
low pressure?,low_pressure
flood in barangay 3 please,emergency_shutoff
unacceptable talk to admin,reach_admin
dirty water?,contaminated_water
asap how much is my bill in mapulo!,check_bill
speak with someone,reach_admin
talk to admin help!!!!,reach_admin
i want to eat in mapayag now!,unrelated_general
aqua help in managok unacceptable,greeting
asap payment due...,check_bill
muddy water in poblacion...,contaminated_water
urgent speak with someone in silae!,reach_admin
power outage?,unrelated_electricity
stop water in miglamin disappointed?,emergency_shutoff
complaint about bill!!!,bill_dispute
incorrect reading in barangay 8!,bill_dispute
no signal?,unrelated_internet
hi,greeting
complaint about bill...,bill_dispute
close valve in barangay 4!!!,emergency_shutoff
when will power return!!!,unrelated_electricity
unacceptable fibeco issue in poblacion,unrelated_electricity
wrong bill in barangay 1!!!,bill_dispute
please customer service...,reach_admin
please weak water in magsaysay...,low_pressure
how to pay in silae.,payment_inquiry
message support in sinalac,reach_admin
brownout!!!,unrelated_electricity
where to throw garbage!!!,unrelated_garbage
where to throw garbage in silae...,unrelated_garbage
smelly water in aglayan urgent.,contaminated_water
globe is down...,unrelated_internet
garbage collection in manalog.,unrelated_garbage
weak flow!,low_pressure
emergency shutoff in barangay 5!,emergency_shutoff
water cut in silae.,no_supply
urgent how to pay!!!,payment_inquiry
no electricity in silae asap!!!,unrelated_electricity
contaminated in st. peter.,contaminated_water
urgent how much is my bill in barangay 7?,check_bill
where to throw garbage in sumpong,unrelated_garbage
wrong bill in sumpong!!!,bill_dispute
unacceptable water gushing...,report_leak
help please in st. peter...,reach_admin
how much is my bill in can-ayan...,check_bill
disappointed poor pressure in sinanglanan!!!,low_pressure
